City-ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,nuuk,64.1835,-51.7216,-1.66,86,100,3.6,GL,1712523227
359,belyy yar,53.6039,91.3903,-0.06,74,0,6.0,RU,1712523217
360,faya-largeau,17.9257,19.1043,28.05,13,17,5.93,TD,1712523211
361,katsuren-haebaru,26.3369,127.8719,22.21,96,75,4.63,JP,1712523223
362,margate,51.3813,1.3862,12.17,77,100,1.79,GB,1712523762
363,petropavlovka,50.6114,105.3196,3.7,74,40,0.81,RU,1712523763
364,arteche,12.2645,125.4048,25.02,84,100,0.48,PH,1712523210
365,wynyard,-41.0,145.7167,13.57,89,73,4.02,AU,1712523253
366,sao felix do xingu,-6.6447,-51.995,26.91,82,84,0.37,BR,1712523658
367,al 'amarah,31.8406,47.1396,23.93,49,91,3.44,IQ,1712523765
368,san antonio de pale,-1.4014,5.6325,28.61,78,100,4.85,GQ,1712523233
369,el bauga,18.262,33.9081,24.6,11,4,5.62,SD,1712523741
370,la'ie,21.6477,-157.9253,24.98,88,48,3.58,US,1712523220
371,tripoli,32.8752,13.1875,18.5,47,0,4.3,LY,1712523767
372,freetown,8.484,-13.2299,25.67,82,34,1.16,SL,1712523246
373,laojunmiao,39.8333,97.7333,2.28,39,7,1.73,CN,1712523768
374,lugazi,0.3772,32.9197,17.96,98,100,0.2,UG,1712523761
375,pangody,65.85,74.4859,-4.44,94,100,10.67,RU,1712523768
376,rehoboth,-23.3167,17.0833,13.42,34,0,3.17,NA,1712523769
377,sao joao del rei,-21.1356,-44.2617,18.76,87,24,2.47,BR,1712523765
378,rio claro,-22.4114,-47.5614,25.78,84,100,0.84,BR,1712523527
379,angra do heroismo,38.65,-27.2167,16.34,88,100,2.24,PT,1712523770
380,haapsalu,58.9431,23.5414,5.55,89,89,4.25,EE,1712523771
381,gornyak,50.9942,81.4661,5.0,95,6,1.64,RU,1712523771
382,onega,63.9061,38.1404,-2.14,97,100,5.13,RU,1712523772
383,tabas,33.5959,56.9244,28.12,12,100,2.06,IR,1712523772
384,omerli,37.4022,40.9541,9.99,96,59,6.16,TR,1712523772
385,bom jesus do galho,-19.8289,-42.3161,27.33,82,18,2.14,BR,1712523754
386,xai-xai,-25.0519,33.6442,22.47,77,100,5.24,MZ,1712523773
387,longyearbyen,78.2186,15.6401,-19.09,78,75,3.6,SJ,1712523177
388,cockburn town,21.4612,-71.1419,24.92,74,33,5.18,TC,1712523235
389,boguchany,58.3814,97.4531,-6.19,91,98,4.47,RU,1712523775
390,lamar,33.6668,-95.5836,24.94,29,100,5.09,US,1712523775
391,codrington,-38.2667,141.9667,12.57,86,100,4.61,AU,1712523196
392,tomatlan,19.9333,-105.25,34.56,22,3,4.66,MX,1712523246
393,maragogi,-9.0122,-35.2225,27.06,78,49,3.65,BR,1712523776
394,tromso,69.6496,18.957,-0.99,69,75,5.66,NO,1712523777
395,chifeng,42.2683,118.9636,2.89,49,76,3.8,CN,1712523623
396,poxoreo,-15.8372,-54.3892,29.56,80,95,0.93,BR,1712523764
397,cidreira,-30.1811,-50.2056,20.17,96,100,5.36,BR,1712522886
398,malpe,13.35,74.7167,27.61,71,71,1.08,IN,1712523780
399,okha,53.5739,142.9478,-2.64,96,100,9.83,RU,1712523780
400,shimanovsk,52.0,127.7,-7.9,86,100,5.36,RU,1712523781
401,gaozhou,21.9392,110.8461,24.14,88,15,1.41,CN,1712523782
402,brisas de zicatela,15.8369,-97.0419,29.81,62,1,4.09,MX,1712523782
403,kaoma,-14.7833,24.8,18.85,96,100,0.5,ZM,1712523546
404,santa marinella,42.0345,11.8536,17.05,71,8,3.05,IT,1712523783
405,haffouz,35.6324,9.6762,20.57,29,67,0.23,TN,1712523784
406,san luis de la loma,17.2706,-100.8939,30.88,48,3,4.65,MX,1712523785
407,petnjica,42.9092,19.9638,11.13,83,26,1.7,ME,1712523785
408,havsa,41.549,26.8221,9.46,83,1,3.37,TR,1712523786
409,ayaviri,-14.8864,-70.5889,16.83,42,67,4.72,PE,1712523786
410,kingston,17.997,-76.7936,30.53,73,20,10.29,JM,1712523678
411,yefremov,53.1481,38.0992,10.45,84,100,2.02,RU,1712523615
412,taroa,8.7058,171.2275,27.33,83,100,9.94,MH,1712523788
413,markovo,57.3206,107.0881,-3.1,92,100,2.19,RU,1712523788
414,vershino-darasunskiy,52.35,115.5167,-10.79,47,0,0.81,RU,1712523789
415,singaraja,-8.112,115.0882,26.83,83,100,0.52,ID,1712523789
416,tindouf,27.6711,-8.1474,24.25,43,0,10.29,DZ,1712523686
417,fort mcmurray,56.7268,-111.381,13.77,41,0,4.63,CA,1712523128
418,quellon,-43.1167,-73.6167,10.09,97,100,0.82,CL,1712523249
419,dunedin,-45.8742,170.5036,11.56,86,99,1.34,NZ,1712523627
420,polatsk,55.4859,28.7756,10.62,82,100,3.85,BY,1712523792
421,haugesund,59.4138,5.268,9.67,81,75,8.75,NO,1712523522
422,westport,41.1415,-73.3579,14.05,42,40,4.92,US,1712523066
423,shahrak,34.1074,64.3052,8.21,45,0,0.6,AF,1712523794
424,zaragoza,41.6561,-0.8773,19.71,63,0,1.34,ES,1712523671
425,piranhas,-16.4269,-51.8222,28.35,72,94,1.21,BR,1712523714
426,ilhabela,-23.7781,-45.3581,23.84,90,71,4.6,BR,1712523796
427,primero de enero,21.9469,-78.4283,29.61,41,0,8.92,CU,1712523796
428,vernon,50.2581,-119.2691,12.74,36,100,2.06,CA,1712523210
429,irymple,-34.25,142.1667,8.94,87,0,3.66,AU,1712523797
430,fortuna,40.5982,-124.1573,13.85,70,75,7.2,US,1712522960
431,kenora,49.8167,-94.4337,14.54,24,75,7.2,CA,1712523711
432,saint-pol-de-leon,48.6833,-3.9833,12.42,77,0,3.6,FR,1712523799
433,cherykaw,53.5692,31.3793,7.96,90,93,2.55,BY,1712523799
434,dyurtyuli,55.4911,54.8688,2.75,98,99,4.0,RU,1712523799
435,tual,-5.6667,132.75,28.78,74,100,2.71,ID,1712523800
436,hasaki,35.7333,140.8333,16.27,90,100,2.63,JP,1712523262
437,tabasco,18.0,-92.6667,37.06,41,0,6.17,MX,1712523540
438,yuxi,24.355,102.5422,15.35,47,82,0.48,CN,1712523688
439,lodwar,3.1191,35.5973,26.88,66,98,8.88,KE,1712523802
440,porto barra do ivinheima,-22.9667,-53.6667,26.43,71,100,1.81,BR,1712523803
441,qaisumah,28.3112,46.1273,22.98,49,40,9.26,SA,1712523803
442,tarauaca,-8.1614,-70.7656,30.16,62,51,1.73,BR,1712523542
443,paredon,16.0333,-93.8667,31.28,57,0,5.56,MX,1712523804
444,patnongon,10.9132,121.9937,25.66,79,56,2.73,PH,1712523805
445,walvis bay,-22.9575,14.5053,15.61,79,0,4.75,NA,1712523220
446,zhaoqing,23.0512,112.4597,21.01,93,100,1.26,CN,1712523624
447,brad,46.1333,22.7833,11.07,69,94,1.83,RO,1712523806
448,guelendeng,10.9176,15.5501,29.55,55,98,7.37,TD,1712523807
449,rongelap,11.1635,166.8941,27.11,82,99,9.01,MH,1712523719
450,amphoe sikhiu,14.8994,101.7083,28.73,65,74,2.07,TH,1712523808
451,alice springs,-23.7,133.8833,9.75,81,100,2.57,AU,1712523809
452,port mathurin,-19.6833,63.4167,26.91,78,28,5.44,MU,1712523525
453,mandiana,10.6333,-8.6833,31.77,44,100,2.13,GN,1712523810
454,vail,32.0479,-110.712,21.63,16,1,5.14,US,1712523619
455,aden,12.7794,45.0367,27.61,74,10,6.75,YE,1712523615
456,as sulayyil,20.4607,45.5779,29.14,44,100,2.87,SA,1712523230
457,magadan,59.5667,150.8,-6.37,92,100,9.7,RU,1712523650
458,kasangulu,-4.5911,15.1708,23.52,93,68,0.6,CD,1712523812
459,tanguieta,10.6212,1.2665,32.7,42,99,1.6,BJ,1712523248
460,masterton,-40.9597,175.6575,12.71,76,2,2.54,NZ,1712523745
461,acarau,-2.8856,-40.12,27.01,80,100,2.34,BR,1712523262
462,mccook,40.2019,-100.6257,15.25,43,86,14.62,US,1712523642
463,la passe,45.5549,-0.8967,12.23,97,42,3.02,FR,1712523222
464,la sarre,48.8002,-79.1996,7.18,70,11,0.86,CA,1712523750
465,pontes e lacerda,-15.2261,-59.3353,27.13,87,100,1.89,BR,1712523541
466,prince rupert,54.3161,-130.3201,4.83,93,100,16.46,CA,1712523721
467,iwanai,42.9744,140.5089,6.65,75,0,3.73,JP,1712523816
468,kondratovo,57.9804,56.1066,1.16,93,100,4.0,RU,1712523817
469,muynoq,43.7683,59.0214,15.93,54,100,4.25,UZ,1712523772
470,cururupu,-1.8283,-44.8683,23.23,100,100,1.2,BR,1712523813
471,fengcheng,40.4536,124.0717,9.47,68,100,1.73,CN,1712523818
472,bodo,67.28,14.405,3.86,87,75,9.26,NO,1712523669
473,nashville,36.1659,-86.7844,25.01,31,0,7.72,US,1712523687
474,santa terezinha,-29.9002,-50.0904,19.97,95,100,6.24,BR,1712523820
475,dwarka,22.2394,68.9678,25.46,78,0,5.46,IN,1712523820
476,kapuskasing,49.4169,-82.4331,12.05,30,0,1.54,CA,1712523788
477,pointe aux piments,-20.0628,57.5131,26.31,90,2,3.02,MU,1712523821
478,portland,45.5234,-122.6762,15.26,65,75,3.13,US,1712523087
479,bull savanna,17.8868,-77.5902,27.61,67,8,6.32,JM,1712523822
480,kuraymah,18.55,31.85,24.47,10,5,6.0,SD,1712523822
481,howrah,22.5892,88.3103,28.0,83,40,4.12,IN,1712523823
482,gusau,12.1628,6.6614,33.43,27,84,1.32,NG,1712523823
483,hotan,37.0997,79.9269,12.84,28,35,2.44,CN,1712523736
484,souillac,-20.5167,57.5167,26.21,94,40,0.51,MU,1712523538
485,nyala,12.05,24.8833,27.47,15,72,3.47,SD,1712523825
486,sept-iles,50.2001,-66.3821,6.29,70,75,5.14,CA,1712523004
487,khorinsk,52.1657,109.7726,-4.64,65,15,1.35,RU,1712523826
488,hillsborough,37.5741,-122.3794,18.08,64,40,8.23,US,1712523826
489,fuglafjordur,62.244,-6.814,7.26,91,100,9.46,FO,1712523827
490,lagos,6.5833,3.75,30.18,91,83,2.91,NG,1712523600
491,carboneras,37.0015,-1.9213,18.51,68,66,0.58,ES,1712523827
492,opuwo,-18.0607,13.84,21.05,39,7,1.28,NA,1712523533
493,sandpoint,48.2766,-116.5533,8.58,76,100,3.09,US,1712523655
494,kimberley,-28.7323,24.7623,15.83,100,99,6.17,ZA,1712523671
495,geraldton,-28.7667,114.6,16.23,94,64,3.09,AU,1712523755
496,beli,7.8587,10.9719,30.65,37,14,1.84,NG,1712523830
497,chonchi,-42.6128,-73.8092,11.56,99,100,0.27,CL,1712523830
498,chukhloma,58.7525,42.6825,0.05,80,100,1.79,RU,1712523830
499,severo-yeniseyskiy,60.3725,93.0408,-16.9,100,86,0.89,RU,1712523831
500,mildura,-34.2,142.15,8.93,87,0,3.64,AU,1712523831
501,agramunt,41.7869,1.0968,17.1,59,24,3.63,ES,1712523832
502,koksan,38.7819,126.6664,9.74,56,100,0.67,KP,1712523832
503,bandar lampung,-5.4254,105.258,23.32,95,98,1.56,ID,1712523544
504,aykhal,66.0,111.5,-22.95,85,6,2.58,RU,1712523833
505,kyzyl,51.7,94.45,9.45,71,100,2.24,RU,1712523833
506,gwadar,25.1216,62.3254,25.53,57,0,3.68,PK,1712523753
507,stony plain,53.5334,-114.0021,13.86,39,0,2.06,CA,1712523615
508,lesnoy,57.6198,63.0784,1.53,96,100,4.33,RU,1712523835
509,zouerate,22.7187,-12.4521,24.02,32,2,6.14,MR,1712523788
510,kedrovyy,56.1667,91.8167,-6.77,94,82,1.84,RU,1712523836
511,zyrya,40.3661,50.2917,11.05,78,94,5.95,AZ,1712523738
512,puno,-15.8333,-70.0333,17.76,50,98,3.13,PE,1712523837
513,sao francisco,-15.9486,-44.8644,25.64,61,8,2.99,BR,1712523778
514,happy valley-goose bay,53.3168,-60.3315,8.17,34,20,2.57,CA,1712523609
515,penzance,50.1186,-5.5371,12.38,91,100,10.27,GB,1712523838
516,al qabil,22.571,58.6947,25.15,47,36,1.51,OM,1712523839
517,undurkhaan,47.3194,110.6556,0.8,80,8,2.05,MN,1712523797
518,mili,6.0815,171.735,27.76,83,89,10.25,MH,1712523840
519,pisco,-13.7,-76.2167,25.03,69,0,4.63,PE,1712523841
520,ishim,56.1128,69.4902,0.02,58,100,5.36,RU,1712523543
521,palangkaraya,-2.2,113.8333,23.54,99,99,0.39,ID,1712523329
522,haikou,20.0458,110.3417,25.07,94,0,1.0,CN,1712523610
523,taoudenni,22.6783,-3.9836,33.88,8,22,3.85,ML,1712523843
524,santa maria,-29.6842,-53.8069,19.61,94,100,1.54,BR,1712523334
525,marion,39.7684,-86.1555,18.19,41,75,9.26,US,1712523844
526,ar rutbah,33.0381,40.2848,17.98,32,63,3.12,IQ,1712523846
527,slave lake,55.2834,-114.769,5.99,56,20,2.57,CA,1712523695
528,yugorsk,61.3133,63.3319,-1.17,75,100,2.3,RU,1712523847
529,minas de marcona,-15.2119,-75.1103,20.96,65,6,8.6,PE,1712523847
530,athens,37.9795,23.7162,18.42,60,40,4.47,GR,1712523621
531,chos malal,-37.3781,-70.2709,25.4,10,99,0.76,AR,1712523848
532,coquimbo,-29.9533,-71.3436,14.85,88,75,5.66,CL,1712523848
533,kalawit,8.0667,122.5167,25.11,88,93,3.55,PH,1712523849
534,pitimbu,-7.4706,-34.8086,29.33,74,33,4.86,BR,1712523849
535,suntar,62.1444,117.6319,-8.77,90,97,3.35,RU,1712523830
536,carbonear,47.7332,-53.2148,2.46,90,100,7.46,CA,1712523780
537,baiti,13.745,-14.7482,34.81,15,0,3.1,SN,1712523851
538,baise city,23.8997,106.6133,20.75,99,100,0.59,CN,1712523852
539,atherton,53.5237,-2.4935,11.69,73,73,4.92,GB,1712523852
540,yelizovo,53.1873,158.3805,1.08,69,75,2.24,RU,1712523255
541,san mariano,7.5,126.0,18.91,63,52,1.51,PH,1712523853
542,sovetskaya gavan',48.9723,140.2878,2.84,45,100,1.0,RU,1712523778
543,moree,-29.4667,149.85,17.59,72,57,2.7,AU,1712523842
544,novodvinsk,64.4165,40.8122,-3.14,93,100,3.95,RU,1712523855
545,el fasher,13.6279,25.3494,26.53,12,54,6.14,SD,1712523741
546,keskin,39.6731,33.6136,6.07,60,100,6.27,TR,1712523856
547,lloydminster,53.2835,-110.0016,6.12,75,75,3.09,CA,1712523606
548,broken hill,-31.95,141.4333,12.26,68,95,2.99,AU,1712523857
549,qarazhal,48.0078,70.7903,10.91,50,99,3.73,KZ,1712523785
550,al'met'yevsk,54.9044,52.3154,3.34,94,99,4.98,RU,1712523858
551,tobelo,1.7284,128.0095,26.58,86,100,2.94,ID,1712523855
552,kermit,31.8576,-103.0927,23.91,6,0,8.55,US,1712523602
553,dara,15.3484,-15.4799,27.21,33,0,7.73,SN,1712523859
554,melo,-32.3667,-54.1833,17.12,92,100,5.98,UY,1712523860
555,san miguel panixtlahuaca,16.2484,-97.3843,32.82,32,2,4.09,MX,1712523860
556,san juan pueblo,15.5833,-87.2333,31.31,69,60,2.84,HN,1712523861
557,kloulklubed,7.0419,134.2556,27.38,79,10,5.71,PW,1712523861
558,asosa,10.0667,34.5333,19.42,81,65,1.25,ET,1712523741
559,langzhong,31.5504,105.9938,13.52,86,100,0.49,CN,1712523862
560,turpan,42.9333,89.1667,17.4,19,100,2.06,CN,1712523863
561,sambava,-14.2667,50.1667,25.28,91,11,3.82,MG,1712523863
562,i-n-salah,27.1935,2.4607,30.32,8,0,0.7,DZ,1712523864
563,sevlievo,43.0258,25.1136,13.34,70,23,0.6,BG,1712523864
564,rio gallegos,-51.6226,-69.2181,16.03,21,0,12.35,AR,1712523690
565,zakynthos,37.7914,20.8953,18.68,83,74,3.63,GR,1712523865
566,borogontsy,62.6683,131.1683,-18.53,100,100,2.08,RU,1712523866
567,buka,40.8108,69.1986,13.87,54,81,2.86,UZ,1712523866
568,el granada,37.5027,-122.4694,18.04,66,40,7.72,US,1712523268
569,khoyniki,51.8911,29.9552,9.83,82,99,2.29,BY,1712523867
570,niafunke,15.9322,-3.9906,35.06,10,1,2.95,ML,1712523868
571,amungan,15.3652,119.9582,26.89,71,100,1.69,PH,1712523793
572,valence,39.4697,-0.3774,18.37,78,20,2.24,ES,1712523868
573,kargopol',61.5071,38.9456,1.29,95,100,5.07,RU,1712523869
574,rawson,-43.3002,-65.1023,21.12,39,11,8.84,AR,1712523650
575,tutong,4.8,114.65,25.05,93,100,2.17,BN,1712523871
576,fonte boa,-2.4959,-66.2662,28.22,85,55,1.08,BR,1712523871
577,pampa del indio,-26.0647,-59.919,22.28,97,100,2.42,AR,1712523871
578,kosterevo,55.9299,39.6144,6.95,95,100,1.59,RU,1712523872
579,francistown,-21.17,27.5079,18.59,94,100,4.76,BW,1712523755
580,cole harbour,44.6724,-63.4751,6.09,70,100,5.36,CA,1712523873
581,walled lake,42.5378,-83.481,14.36,35,100,5.81,US,1712523603
582,el paraiso,13.8667,-86.55,33.35,32,76,3.05,HN,1712523874
583,puerto madero,14.7208,-92.4215,34.11,46,20,5.14,MX,1712523875
